DPI peak;promoter name;max expression (TPM);median expression (TPM);5th;25th;75th;95th;kurtosis;skew;TATA;CpG;Gene Symbol
"chr19:52646249..52646290,+";p1@ENST00000492641;"42,4";"5,5";"0,6";"2,9";"8,9";"16,9";"7,335229376";"2,123863366";TATA-less;CpG-less;ENST00000492641
"chr4:39046232..39046330,+";p3@KLHL5;"42,4";"4,4";"0,8";"2,4";"7,1";"14,62";"9,259993075";"2,28525155";TATA-less;CpG;KLHL5
"chr19:40030811..40030848,-";p2@EID2;"42,4";"4,5";"1,2";3;"7,3";"13,7";"13,59513692";"2,77257765";TATA-less;CpG;EID2
"chr6:116892553..116892592,+";p2@RWDD1;"42,5";"12,6";5;"9,1";"16,8";"26,72";"1,951911967";"1,187203609";TATA-less;CpG;RWDD1
"chr9:20684247..20684272,+";"p@chr9:20684247..20684272,+";"42,5";"5,1";"0,8";"2,9";8;"14,96";"8,058653199";"2,084429408";TATA-less;CpG;"chr9:20684247..20684272,+"
"chr5:153418407..153418503,-";p1@FAM114A2;"42,6";"13,4";"4,4";"9,5";17;"23,3";"1,049530549";"0,51912303";TATA-less;CpG;FAM114A2
"chr14:21924209..21924297,-";p1@CHD8;"42,6";"10,5";"4,24";"7,5";15;"23,26";"2,228258624";"1,206651883";TATA-less;CpG;CHD8
"chr7:72349920..72349959,+";p1@POM121;"42,6";"10,8";"4,54";"7,6";"15,3";"23,46";"2,340516534";"1,263551607";TATA-less;CpG;POM121
"chr1:215740622..215740664,+";p2@KCTD3;"42,6";"5,7";0;"2,4";"9,5";"16,76";"6,018031131";"1,853128641";TATA-less;CpG;KCTD3
"chr7:99149715..99149755,-";p1@FAM200A;"42,6";"5,8";"1,7";"3,8";"7,9";"12,56";"13,04469933";"2,200754227";TATA-less;CpG;FAM200A
"chr20:49575081..49575092,-";p2@DPM1;"42,6";5;"1,3";"3,4";"6,7";"10,66";"23,6997416";"2,871782969";TATA-less;CpG;DPM1
"chr19:13261171..13261200,-";p3@STX10;"42,6";"4,3";"1,34";"2,9";"6,2";"10,16";"26,75154315";"3,288035864";TATA-less;CpG;STX10
"chr9:35749271..35749350,+";p1@RGP1;"42,7";"15,7";"6,78";"11,6";21;"31,82";"0,507345172";"0,810704531";TATA-less;CpG;RGP1
"chr16:30709448..30709525,+";p1@SRCAP;"42,7";"9,5";"3,84";"6,8";"13,8";"24,1";"3,150774828";"1,561870366";TATA-less;CpG;SRCAP
"chr4:775618..775652,-";p1@LOC100129917;"42,7";"5,8";"1,5";"3,4";"10,2";"21,4";"3,150209434";"1,67173198";TATA-less;CpG;LOC100129917
"chr13:33160668..33160714,+";p1@PDS5B;"42,7";"6,4";"1,1";"3,3";"10,3";"18,6";"4,737185433";"1,689307891";TATA-less;CpG;PDS5B
"chr1:155532531..155532605,-";p1@ASH1L;"42,7";"5,3";"1,2";"3,3";"8,6";16;"6,349966801";"1,843433924";TATA-less;CpG;ASH1L
"chr6:111804393..111804436,-";p2@REV3L;"42,7";"5,4";"1,04";3;"9,2";"17,8";"6,526775555";"2,096300105";TATA-less;CpG;REV3L
"chr11:120894785..120894840,+";p1@TBCEL;"42,8";"9,7";"2,44";"6,3";"13,9";"20,06";"2,179323217";"0,923462898";TATA-less;CpG;TBCEL
"chr17:30186278..30186324,-";p2@C17orf79;"42,8";"6,2";"0,5";"3,4";"9,8";"17,06";"4,531909639";"1,557888812";TATA-less;CpG;C17orf79
"chr4:128886584..128886654,+";p1@C4orf29;"42,8";"6,7";"2,2";"4,3";"11,8";"24,4";"3,206712886";"1,737811244";TATA-less;CpG;C4orf29
"chr7:766879..766963,-";p2@PRKAR1B;"42,8";"5,5";"0,8";"3,3";"9,5";"17,12";"5,327443875";"1,781461044";TATA-less;CpG;PRKAR1B
"chr11:118972575..118972599,-";p2@DPAGT1;"42,9";"8,8";"1,94";"5,8";"11,8";"18,92";"3,581063459";"1,185842675";TATA-less;CpG-less;DPAGT1
"chr22:50312052..50312121,-";p1@ALG12;"42,9";8;"2,2";"5,6";"11,3";"17,7";"3,975233144";"1,284371996";TATA-less;CpG;ALG12
"chr1:36348790..36348822,+";p1@EIF2C1;"42,9";"10,9";"4,9";"7,9";"14,3";22;"2,971238177";"1,288779854";TATA-less;CpG;EIF2C1
"chr7:44788146..44788181,+";p2@ZMIZ2;"42,9";"9,2";"3,5";"6,4";"12,7";"21,26";"3,498867844";"1,486217306";TATA-less;CpG;ZMIZ2
"chr17:73893024..73893099,-";p1@TRIM65;"42,9";"7,1";"1,6";5;"9,6";"15,06";"7,099930705";"1,569139772";TATA-less;CpG;TRIM65
"chr11:64794875..64794983,+";p2@SNX15;"42,9";"7,3";"2,9";"5,3";"10,1";"14,9";"7,110367092";"1,570287477";TATA-less;CpG;SNX15
"chrX:122251655..122251667,-";p1@MRRFP1;"42,9";7;"1,8";"4,3";"10,2";"18,86";"3,964017444";"1,628946873";TATA-less;CpG-less;MRRFP1
"chr4:699610..699639,+";p1@PCGF3;"42,9";"9,2";"4,2";"6,8";"12,8";"20,98";"4,716769911";"1,737459803";TATA-less;CpG;PCGF3
"chr2:220071490..220071537,+";p1@ZFAND2B;"42,9";"7,9";"3,2";"5,7";11;"17,4";"7,327671538";"1,919774736";TATA-less;CpG;ZFAND2B
"chr19:46296063..46296108,-";p1@DMWD;"42,9";"5,3";"0,7";"3,4";"7,8";"14,1";"9,113617811";"1,924022641";TATA-less;CpG;DMWD
"chr6:30029062..30029088,+";p1@ZNRD1;"42,9";6;"1,94";"3,9";"9,6";"19,58";"5,095301556";"1,924309433";TATA-less;CpG;ZNRD1
"chr5:180229833..180229860,-";p3@MGAT1;"42,9";"4,3";"0,4";"1,8";"7,7";"14,22";"7,686107859";"1,960491109";TATA-less;CpG;MGAT1
"chr14:94547675..94547713,+";p1@IFI27L1;"42,9";"5,8";"0,9";"3,6";9;"16,56";"7,519867594";"2,102762899";TATA-less;CpG;IFI27L1
"chr8:144623595..144623646,-";p1@ZC3H3;"42,9";"8,2";"3,8";"6,1";"10,6";"16,52";"8,152691442";"2,106417254";TATA-less;CpG;ZC3H3
"chr11:34127201..34127254,+";p2@NAT10;"42,9";"6,5";"1,94";"4,2";10;"19,6";"6,655786439";"2,131829504";TATA-less;CpG;NAT10
"chr5:177580933..177580947,-";p2@NHP2;"42,9";"5,4";"1,3";"3,4";"8,3";"14,36";"11,07464052";"2,211545409";TATA-less;CpG;NHP2
"chr22:31365433..31365531,+";p2@TUG1;"42,9";"4,6";"1,1";"2,8";"7,1";"12,68";"11,69099766";"2,276233138";TATA-less;CpG;TUG1
"chr11:64014165..64014186,-";p2@PPP1R14B;"42,9";"4,4";"0,3";"1,6";"7,4";"14,78";"7,996882176";"2,290684083";TATA-less;CpG;PPP1R14B
"chr9:138799329..138799435,-";p2@CAMSAP1;"42,9";"6,6";"2,74";"4,7";"9,7";"18,68";"7,486120574";"2,303135008";TATA-less;CpG;CAMSAP1
"chr3:101395280..101395330,+";p1@LOC100009676;"42,9";"4,5";"1,5";3;"6,8";"10,76";"21,98868266";"2,81184087";TATA-less;CpG;LOC100009676
"chrX:49091920..49091942,+";p2@CCDC22;"42,9";"4,5";"1,8";"3,3";"6,2";"10,38";"28,81575937";"3,381069022";TATA-less;CpG;CCDC22
"chr12:112280009..112280052,+";p1@MAPKAPK5;43;12;"6,4";"9,6";"14,9";"20,56";"3,315770707";"1,047134737";TATA-less;CpG;MAPKAPK5
"chr22:41253080..41253140,+";p1@XPNPEP3;43;11;"4,7";"8,2";"14,3";"21,66";"2,944141705";"1,175022916";TATA-less;CpG;XPNPEP3
"chrX:48380185..48380201,+";p3@EBP;43;"6,9";"1,84";"4,1";"11,4";"22,42";"2,79852956";"1,545812122";TATA-less;CpG;EBP
"chr14:21538434..21538469,+";p1@ARHGEF40;43;"5,8";0;"1,9";"10,6";"20,26";"3,441180354";"1,549978496";TATA-less;CpG;ARHGEF40
"chr18:32870148..32870223,-";p1@ZSCAN30;43;"5,6";"1,44";"3,5";"8,2";"13,56";"9,111179848";"1,85673451";TATA-less;CpG;ZSCAN30
"chr17:56032757..56032785,-";p1@CUEDC1;43;"4,3";0;"1,8";"7,4";"13,8";"7,070128205";"1,943130138";TATA-less;CpG;CUEDC1
"chr3:23847397..23847423,+";p3@UBE2E1;43;"5,1";"0,64";3;"7,2";"12,72";"12,60756556";"2,084434693";TATA-less;CpG-less;UBE2E1
"chr11:65770227..65770297,+";p4@BANF1;43;"4,5";"0,7";"2,7";"7,2";"15,16";"9,992778838";"2,564815647";TATA-less;CpG;BANF1
"chr3:107809886..107809910,-";p2@CD47;"43,1";"7,5";"1,8";"4,5";"11,6";"21,9";"2,211987031";"1,349691788";TATA-less;CpG;CD47
"chr12:104680751..104680777,+";p3@TXNRD1;"43,1";"9,1";"2,8";"6,1";"12,9";"20,48";"3,425866362";"1,394683209";TATA-less;CpG;TXNRD1
"chr18:48494379..48494426,+";"p1@ELAC1,p2@SMAD4";"43,1";"9,4";"3,8";"7,1";12;"17,54";"5,881042404";"1,411694294";TATA-less;CpG;SMAD4
"chr2:161349909..161350043,-";p3@RBMS1;"43,1";"5,2";0;"2,1";9;"19,58";"3,82037618";"1,713229653";TATA-less;CpG;RBMS1
"chr3:197687081..197687120,+";p1@LMLN;"43,1";"5,6";"1,34";"3,8";"7,9";"15,26";"8,529202616";"2,086353408";TATA-less;CpG;LMLN
"chr1:155658422..155658502,-";p1@YY1AP1;"43,1";"6,1";"2,2";4;"8,7";"14,76";"10,36203119";"2,190898246";TATA-less;CpG;YY1AP1
"chrX:154255184..154255199,+";p1@FUNDC2;"43,1";"4,5";"0,9";"2,7";"6,8";"14,66";"9,072145714";"2,399284205";TATA-less;CpG;FUNDC2
"chr10:126605481..126605502,+";p2@ENST00000508096;"43,1";"4,4";"1,2";"2,8";"7,1";"12,96";"12,67972347";"2,705209134";TATA-less;CpG;ENST00000508096
"chr13:95254085..95254171,+";p1@GPR180;"43,2";"11,9";"2,64";"7,8";"16,9";"26,1";"1,34714631";"0,908285851";TATA-less;CpG;GPR180
"chr2:201753980..201754020,-";p1@PPIL3;"43,2";"6,5";"1,2";"3,7";"10,4";20;"3,647752034";"1,555833023";TATA-less;CpG-less;PPIL3
"chr19:12912688..12912699,-";p4@PRDX2;"43,2";"7,6";"0,7";"4,2";"11,5";"20,76";"4,502032742";"1,604866321";TATA-less;CpG;PRDX2
"chr18:23670610..23670626,-";p2@SS18;"43,2";"7,1";"2,3";"4,9";"9,6";"15,36";"8,153593193";"1,739141877";TATA-less;CpG;SS18
"chr12:6451220..6451231,-";p4@TNFRSF1A;"43,2";"4,7";"0,4";"2,5";"7,3";"12,76";"11,39875812";"2,390994042";TATA-less;CpG-less;TNFRSF1A
"chr1:3773747..3773793,-";p1@CEP104;"43,3";"12,8";"5,5";"9,7";"16,5";"23,46";"2,10757045";"0,999403867";TATA-less;CpG;CEP104
"chr9:100396056..100396086,+";p2@NCBP1;"43,3";12;"4,4";"8,7";"16,2";"25,6";"1,679993696";"1,05598392";TATA-less;CpG;NCBP1
"chr8:97273807..97273853,-";p1@MTERFD1;"43,3";"10,1";"2,6";"7,3";"13,3";"21,26";"2,802036118";"1,095644245";TATA-less;CpG;MTERFD1
"chr17:48556207..48556229,+";p1@RSAD1;"43,3";"8,7";"2,6";"5,9";"12,6";"20,82";"3,534860904";"1,445744594";TATA-less;CpG;RSAD1
"chr6:32936353..32936398,+";p3@BRD2;"43,3";"7,4";"2,5";"5,1";"10,8";"16,9";"5,105285939";"1,566688108";TATA-less;CpG;BRD2
"chr1:181003102..181003149,+";p1@MR1;"43,3";"4,6";0;2;"9,1";"17,16";"6,212488727";"2,008661268";TATA-less;CpG-less;MR1
"chr12:48499826..48499879,-";p1@SENP1;"43,3";5;"1,24";"3,2";"7,6";"14,06";"9,624109832";"2,083121402";TATA-less;CpG;SENP1
"chr7:123389104..123389161,-";p2@WASL;"43,4";"7,3";"1,9";"4,7";"11,4";"20,66";"2,478102115";"1,373138274";TATA-less;CpG;WASL
"chr3:127872265..127872344,+";p1@EEFSEC;"43,4";"8,6";"3,6";"6,3";"11,4";"17,5";"5,382676621";"1,477059956";TATA-less;CpG;EEFSEC
"chr4:74124532..74124571,-";p2@ANKRD17;"43,4";"9,1";"3,24";"6,3";13;"22,86";"3,553931971";"1,553205551";TATA-less;CpG;ANKRD17
"chr15:41408409..41408497,-";p1@INO80;"43,4";"6,3";"2,5";"4,4";"9,3";"15,06";"8,573088264";"2,048716117";TATA-less;CpG;INO80
"chr16:402639..402707,-";p1@AXIN1;"43,4";"6,1";"2,4";"4,4";"8,6";"14,96";"9,929604684";"2,227739034";TATA-less;CpG-less;AXIN1
"chr3:53916169..53916187,-";p1@ACTR8;"43,5";17;"7,54";"12,7";"21,2";"29,2";"0,815643635";"0,592541145";TATA-less;CpG;ACTR8
"chr6:33239612..33239684,-";p1@VPS52;"43,5";"12,3";"5,8";"9,1";"16,2";"24,26";"1,653308168";"1,012300109";TATA-less;CpG;VPS52
"chr12:124155652..124155689,+";p1@TCTN2;"43,5";"6,9";"0,6";"3,9";"10,3";"18,46";"5,855007977";"1,718734298";TATA-less;CpG;TCTN2
"chr12:6798410..6798503,-";p1@ZNF384;"43,5";9;"3,7";"6,7";"12,3";"21,4";"4,456865743";"1,722070099";TATA-less;CpG;ZNF384
"chr1:151319710..151319774,-";p1@RFX5;"43,5";"8,2";3;"5,8";"11,6";"20,66";"5,870204648";"1,960393059";TATA-less;CpG-less;RFX5
"chr17:79212825..79212865,-";p1@C17orf56;"43,5";"5,7";"2,4";4;"8,6";"15,5";"8,687590375";"2,178589822";TATA-less;CpG;C17orf56
"chrX:48814810..48814898,-";p1@OTUD5;"43,6";"12,5";"4,24";"8,8";"16,8";"26,86";"1,566843597";"1,004620082";TATA-less;CpG;OTUD5
"chr12:57081952..57081963,-";p4@PTGES3;"43,6";13;"5,44";9;"17,9";"28,3";"1,278184801";"1,040683639";TATA-less;CpG;PTGES3
"chr6:86352595..86352628,-";p3@SYNCRIP;"43,6";"8,7";"2,3";"5,4";"13,8";"21,9";"2,153683891";"1,18493707";TATA-less;CpG;SYNCRIP
"chr7:112758599..112758619,-";"p1@ENST00000439551,p1@ENST00000441359";"43,6";"7,8";"2,3";"4,9";"12,4";"21,4";"2,955673524";"1,408237728";TATA-less;CpG-less;ENST00000441359
"chr1:92764523..92764551,-";p1@GLMN;"43,6";6;"1,5";"3,7";"9,4";"15,56";"5,450793132";"1,552194808";TATA-less;CpG;GLMN
"chr18:34409075..34409100,+";p1@KIAA1328;"43,6";"5,1";"1,4";"3,2";"9,4";"18,8";"4,453276942";"1,788069371";TATA-less;CpG;KIAA1328
"chr2:74619152..74619219,-";p4@DCTN1;"43,6";"5,7";"1,7";"3,8";"9,6";"19,42";"5,312874505";"1,978754507";TATA-less;CpG;DCTN1
"chr1:70710380..70710454,+";"p@chr1:70710380..70710454,+";"43,6";"4,6";0;"2,1";"8,7";"18,62";"5,682995337";"2,014935911";TATA-less;CpG-less;"chr1:70710380..70710454,+"
"chr2:208394627..208394655,+";p2@CREB1;"43,6";"6,8";"1,94";"4,3";"10,9";"19,5";"6,73190585";"2,113649245";TATA-less;CpG;CREB1
"chr5:72861175..72861264,-";p2@ANKRA2;"43,6";"5,6";"2,1";4;"7,9";"15,72";"9,286331692";"2,238600924";TATA-less;CpG;ANKRA2
"chr7:112430427..112430466,-";p1@TMEM168;"43,7";12;"3,5";"7,8";"16,8";"24,3";"1,146029201";"0,80612416";TATA-less;CpG;TMEM168
"chr9:32573171..32573187,-";p4@NDUFB6;"43,7";"8,6";"1,4";"5,3";"12,8";"19,26";"2,660875453";"1,128843937";TATA-less;CpG;NDUFB6
"chr4:76439665..76439699,+";p1@THAP6;"43,7";"11,8";"3,4";"7,6";"16,2";"25,94";"2,084332571";"1,185970411";TATA-less;CpG;THAP6
"chr15:49447947..49448036,+";p1@GALK2;"43,7";"8,6";"2,5";"5,7";12;"19,62";"2,934415199";"1,277806709";TATA-less;CpG-less;GALK2
"chr1:230203010..230203032,+";p2@GALNT2;"43,7";"5,1";"0,8";"2,6";"9,3";"19,16";"4,953611513";"1,884279452";TATA-less;CpG;GALNT2
"chr2:29170754..29170758,+";"p@chr2:29170754..29170758,+";"43,7";"4,3";"0,6";"2,3";"8,1";"18,04";"5,357108454";"1,997815463";TATA-less;CpG-less;"chr2:29170754..29170758,+"
"chr11:8704167..8704224,-";"p@chr11:8704167..8704224,-";"43,7";"5,5";"1,64";"3,6";"8,9";20;"5,395134673";"2,047628726";TATA-less;CpG;"chr11:8704167..8704224,-"
"chr5:180650271..180650319,+";p1@TRIM41;"43,7";8;"3,54";"5,9";"10,8";"19,62";"7,156984623";"2,165300743";TATA-less;CpG;TRIM41
"chr19:49588677..49588688,+";p2@SNRNP70;"43,7";"7,7";"3,4";"5,7";"10,6";"20,4";"7,237791093";"2,240772021";TATA-less;CpG;SNRNP70
"chr1:38455729..38455759,-";p2@SF3A3;"43,8";"7,6";"1,9";"5,1";"10,7";"17,16";"5,538593348";"1,539507439";TATA-less;CpG;SF3A3
"chr6:53409806..53409826,-";p2@GCLC;"43,8";"6,5";"1,74";"3,9";"10,4";"19,42";"4,986338637";"1,823114819";TATA-less;CpG;GCLC
"chr1:46806452..46806496,+";p1@NSUN4;"43,8";"8,6";4;"6,7";"11,4";16;"8,608858722";"1,838740989";TATA-less;CpG;NSUN4
"chr20:49575342..49575391,+";p1@MOCS3;"43,8";"7,6";"2,9";"5,6";"10,1";"15,46";"9,92439122";"1,938060596";TATA-less;CpG;MOCS3
"chr10:12171641..12171720,+";p1@SEC61A2;"43,8";"4,3";"1,14";"2,7";"7,2";"21,4";"8,14693384";"2,706682137";TATA-less;CpG;SEC61A2
"chr7:129691201..129691235,-";p1@ZC3HC1;"43,9";"11,7";"5,28";"8,7";"15,2";"21,26";"2,292852805";"0,916871019";TATA-less;CpG;ZC3HC1
"chr3:61237050..61237140,-";p1@FHIT;"43,9";"5,5";0;"2,3";"11,6";"26,4";"2,095214336";"1,523177035";TATA-less;CpG;FHIT
"chr2:85822839..85822853,+";p2@RNF181;"43,9";"9,3";"3,5";"6,4";"12,9";"22,8";"3,490502469";"1,570530474";TATA-less;CpG;RNF181
"chr1:249132410..249132456,+";p1@ZNF672;"43,9";6;"1,7";"3,6";"10,5";"23,2";"4,503962421";"1,929635134";TATA-less;CpG;ZNF672
"chr15:63569731..63569783,+";p2@APH1B;"43,9";5;"0,4";"2,7";"7,8";"13,16";"10,62337505";"2,179446376";TATA-less;CpG;APH1B
"chr10:15139337..15139391,+";p1@RPP38;44;13;"6,24";"9,8";"16,6";"24,8";"2,818855038";"1,232156967";TATA-less;CpG;RPP38
"chr5:140044481..140044498,+";p2@WDR55;44;"8,9";"2,4";"5,6";"13,4";"22,04";"2,534458753";"1,299800523";TATA-less;CpG;WDR55
"chr9:140473309..140473385,-";p1@WDR85;44;9;3;"6,3";"12,2";"18,82";"4,799844212";"1,470450384";TATA-less;CpG;WDR85
"chr1:172413195..172413225,-";p1@PIGC;44;"9,7";"4,2";"7,2";"12,6";"20,32";"5,120550752";"1,657412243";TATA-less;CpG;PIGC
"chr16:28857588..28857609,-";p4@TUFM;44;"5,3";"1,2";3;"9,3";"20,5";"4,875363385";"1,97130798";TATA-less;CpG;TUFM
"chr22:41253142..41253168,+";p2@XPNPEP3;44;"8,3";"3,5";6;"11,4";"19,06";"7,144158335";"1,996369517";TATA-less;CpG;XPNPEP3
"chr1:213188772..213188856,-";p1@ANGEL2;"44,1";"9,1";"3,7";"6,7";"12,1";"17,52";"4,563737777";"1,20835681";TATA-less;CpG;ANGEL2
"chr10:120925158..120925231,-";p1@SFXN4;"44,1";"9,3";"2,24";6;"13,8";"23,26";"2,628782384";"1,295018599";TATA-less;CpG;SFXN4
"chr6:74171448..74171493,+";p1@MTO1;"44,1";"8,8";"2,9";"6,3";"12,6";"21,26";"4,792984959";"1,743648054";TATA-less;CpG;MTO1
"chr17:5323465..5323490,+";p2@RPAIN;"44,1";"6,6";"2,1";"4,4";"8,8";"15,32";"10,83823398";"2,350175412";TATA-less;CpG;RPAIN
"chr1:75198828..75198868,+";p1@TYW3;"44,2";"12,3";"2,8";"8,3";17;"26,86";"1,602854752";"0,962392935";TATA-less;CpG-less;TYW3
"chr3:141944398..141944465,-";p1@GK5;"44,2";"8,6";"3,2";"5,8";"12,3";"20,16";"4,409079344";"1,584803647";TATA-less;CpG;GK5
"chr19:18451439..18451456,+";p2@PGPEP1;"44,2";"5,5";"0,9";"3,1";"9,3";"20,3";"6,422501063";"2,097740662";TATA-less;CpG;PGPEP1
"chr1:246729724..246729794,+";p1@CNST;"44,2";"4,5";"1,2";"2,7";"7,6";"14,82";"8,873437125";"2,227983566";TATA-less;CpG;CNST
"chr1:150039877..150039923,+";p2@VPS45;"44,2";"4,8";"0,6";"2,5";"8,2";"16,96";"10,59631468";"2,728270805";TATA-less;CpG;VPS45
"chr1:32573676..32573703,+";p2@KPNA6;"44,3";"13,2";"6,9";"10,4";"16,3";"22,8";"3,458447813";"1,228371908";TATA-less;CpG-less;KPNA6
"chrX:70473957..70474049,-";p1@ZMYM3;"44,3";"9,7";"2,38";"6,7";"13,8";"23,58";"3,235710144";"1,413771106";TATA-less;CpG;ZMYM3
"chr4:110736896..110736941,+";p2@GAR1;"44,3";"6,3";"0,4";"3,1";"10,3";"18,26";"3,720641137";"1,420142282";TATA-less;CpG;GAR1
"chr17:79196749..79196794,-";p1@AZI1;"44,3";"7,5";"2,6";"5,2";"10,9";"18,02";"6,471485134";"1,962054387";TATA-less;CpG;AZI1
"chr2:54198210..54198293,+";p1@ENST00000422521;"44,3";"5,3";"1,6";"3,4";"8,8";"17,16";"7,114422821";"2,100571693";TATA-less;CpG;ENST00000422521
"chr5:271733..271744,+";p2@PDCD6;"44,3";"5,6";"1,2";"3,4";8;"15,96";"8,893776411";"2,369363212";TATA-less;CpG;PDCD6
"chr14:90833565..90833568,-";p1@ENST00000461458;"44,3";"4,7";"0,8";"2,8";"7,3";"15,02";"10,76605083";"2,693757433";TATA-less;CpG-less;ENST00000461458
"chr16:70557430..70557469,-";p1@COG4;"44,4";"15,3";"5,8";"11,5";"18,9";25;"1,406771593";"0,461274975";TATA-less;CpG;COG4
"chr19:39881504..39881543,-";p2@PAF1;"44,4";"8,3";"1,3";"4,6";13;"23,46";"2,202029305";"1,298871637";TATA-less;CpG;PAF1
"chr9:114393581..114393633,+";"p1@DNAJC25-GNG10,p1@DNAJC25";"44,4";"7,4";"2,9";"5,2";"10,3";"14,96";"8,152540262";"1,728340873";TATA-less;CpG;DNAJC25
"chr22:36424539..36424586,-";p3@RBFOX2;"44,4";"5,2";0;"1,8";"8,1";"15,82";"5,980328738";"1,799325388";TATA-less;CpG;RBFOX2
"chr22:50312274..50312311,+";p2@CRELD2;"44,4";"6,5";"1,64";4;"9,6";"16,78";"6,410707958";"1,822993582";TATA-less;CpG;CRELD2
"chrX:129299808..129299840,-";p2@AIFM1;"44,4";"6,7";"2,3";"4,7";"9,8";"18,1";"6,380308397";"1,958237631";TATA-less;CpG;AIFM1
"chr5:68513622..68513665,+";p2@MRPS36;"44,4";"6,9";"1,94";"4,7";"9,8";15;"12,42938293";"2,184080734";TATA-less;CpG;MRPS36
"chr19:50169013..50169062,-";p2@IRF3;"44,4";"4,4";1;"2,6";"7,1";"12,4";"12,38606053";"2,230035923";TATA-less;CpG;IRF3
"chr7:102105289..102105319,-";p1@ALKBH4;"44,4";"6,5";"1,64";"4,8";"8,9";"14,36";"12,71403057";"2,317546258";TATA-less;CpG;ALKBH4
"chr12:7342271..7342317,+";p1@PEX5;"44,5";"9,3";"3,4";"6,7";"12,5";"19,4";"4,694963571";"1,443308797";TATA-less;CpG;PEX5
"chr16:4322832..4322907,-";p1@TFAP4;"44,5";"6,1";"0,4";"3,2";"11,6";"21,66";"2,889113739";"1,505565406";TATA-less;CpG;TFAP4
"chr9:131549522..131549606,+";p1@TBC1D13;"44,5";"10,3";"4,6";"7,5";"13,1";"19,9";"6,416949694";"1,814007409";TATA-less;CpG;TBC1D13
"chr15:99191732..99191777,+";p1@IGF1R;"44,5";6;"0,9";"3,4";"10,2";"19,34";"5,75859934";"2,012845093";TATA-less;CpG;IGF1R
"chr18:48723894..48724026,-";p1@MEX3C;"44,5";"7,2";"2,5";"5,1";10;"17,4";"9,611650536";"2,267422734";TATA-less;CpG;MEX3C
"chr20:43104541..43104576,+";p2@TTPAL;"44,5";"4,7";1;"2,6";"7,9";"16,4";"9,964633627";"2,563943678";TATA-less;CpG;TTPAL
"chr7:128694927..128694986,-";p1@TNPO3;"44,6";"15,3";"8,14";12;"19,5";"26,76";"1,386725255";"0,877934";TATA-less;CpG;TNPO3
"chr3:48130289..48130301,-";p2@MAP4;"44,6";"6,1";0;2;"9,5";"16,46";"4,043404001";"1,373951133";TATA-less;CpG;MAP4
"chr20:50808290..50808328,-";p1@ZFP64;"44,6";"9,7";"2,64";"7,2";13;"20,2";"4,258991881";"1,409955067";TATA-less;CpG;ZFP64
"chr8:25315905..25315971,-";p1@KCTD9;"44,6";"6,1";"1,34";"3,9";"9,3";"16,26";"6,287821356";"1,646733152";TATA-less;CpG;KCTD9
"chr22:30722866..30722911,-";p1@TBC1D10A;"44,6";"6,1";"0,9";"3,3";"10,4";"20,1";"3,652443074";"1,656477891";TATA-less;CpG;TBC1D10A
"chr17:60005329..60005357,-";p1@INTS2;"44,6";"5,7";"1,5";"3,6";"8,5";"14,26";"13,81789123";"2,428005742";TATA-less;CpG;INTS2
"chr3:50374779..50374859,-";p1@RASSF1;"44,6";"5,9";"1,2";4;"8,1";"14,48";"12,64814763";"2,441818453";TATA-less;CpG;RASSF1
"chrX:70520245..70520260,+";p1@ENST00000536900;"44,6";"5,3";"1,2";"3,2";"8,3";"16,6";"10,60068986";"2,740631831";TATA-less;CpG-less;ENST00000536900
"chr7:6746529..6746591,-";p1@ZNF12;"44,7";"11,7";"3,7";8;"16,3";"25,52";"1,550463292";"1,0185409";TATA-less;CpG;ZNF12
"chr14:74769653..74769705,-";p1@ABCD4;"44,7";"11,9";5;"8,4";"16,7";"26,32";"1,169129699";"1,02006058";TATA-less;CpG;ABCD4
"chr1:2458026..2458056,-";p1@PANK4;"44,7";"11,8";"5,2";"8,6";"16,4";"26,66";"1,831855291";"1,212012309";TATA-less;CpG;PANK4
"chr9:96213828..96213901,-";p1@FAM120AOS;"44,7";"11,6";"5,74";"8,8";15;"21,96";"4,064251711";"1,457231258";TATA-less;CpG;FAM120AOS
"chr16:122619..122655,-";p1@RHBDF1;"44,7";"5,5";0;1;10;"20,6";"3,080752745";"1,52290204";TATA-less;CpG;RHBDF1
"chr6:32146167..32146230,+";p1@RNF5;"44,7";"6,5";"1,3";"3,8";"10,9";"20,02";"3,416122735";"1,568556241";TATA-less;CpG-less;RNF5
"chr14:71374264..71374297,+";p2@PCNX;"44,7";"5,3";"1,3";"3,2";"9,2";"15,56";"5,749350023";"1,685542451";TATA-less;CpG;PCNX
"chr10:69644451..69644477,+";p2@SIRT1;"44,7";"5,7";"1,2";"2,9";"9,8";"17,4";"5,073262601";"1,765647787";TATA-less;CpG;SIRT1
"chr3:52570730..52570755,+";p2@C3orf78;"44,7";"4,5";"0,7";"2,2";9;"20,98";"7,313072375";"2,388664855";TATA-less;CpG;C3orf78
"chr9:114393634..114393656,+";"p2@DNAJC25-GNG10,p2@DNAJC25";"44,7";"5,2";"1,4";"3,3";"8,6";"17,66";"8,648104403";"2,395325561";TATA-less;CpG;DNAJC25
"chr17:53828432..53828474,+";p1@PCTP;"44,7";"4,6";"0,6";"2,8";7;"14,8";"14,61094309";"3,035718594";TATA-less;CpG;PCTP
