	performance	mean	median	min	max	ontologyGroup	group	sortingMethod	features	rna_type
9	accuracy_std	0.04780938407597844	0.04951851505581861	0.02943920288775948	0.0610307299645023	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
10	f1_mean	0.7040723786649657	0.7108577034852932	0.4532170604157557	0.9233000904057624	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
11	f1_std	0.059493691092139096	0.05936264274783967	0.030346728794886545	0.11728296381028686	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
12	precision_mean	0.7906668070620096	0.7996264368295313	0.4772479722954109	0.9716479937713484	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
13	precision_std	0.0838807761023541	0.084196069867973	0.02908226066385325	0.1683648555119412	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
14	recall_mean	0.6550438747946339	0.6523083647646952	0.3826238541469022	0.8814114347859834	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
15	recall_std	0.09196092208287066	0.08949081842498087	0.050896466655609575	0.21073849537982675	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
16	accuracy_mean	0.7487066666666666	0.7608333333333333	0.4325000000000001	0.9188333333333336	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
17	accuracy_std	0.04699138441593827	0.04710089771476508	0.028965496715920483	0.06741249472052227	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
18	f1_mean	0.719448551467446	0.7279624999193562	0.4178343155227324	0.915417859132412	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
19	f1_std	0.05929404700715622	0.05786740393850934	0.031214672612427264	0.11959769184828502	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
20	precision_mean	0.8024078366593547	0.8245108533745514	0.4382079378184883	0.9503843650539368	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
21	precision_std	0.07532783487542531	0.07190123221853115	0.03506691733399088	0.14043916733520584	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
22	recall_mean	0.6667572043494847	0.666871474509827	0.4104845398379101	0.8967386257243959	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
23	recall_std	0.08980646892055544	0.08412485269990266	0.047907112971424325	0.2315806122051704	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
24	accuracy_mean	-0.014618014184397232	-0.022666666666666502	0.032833333333333214	0.009000000000000008	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
25	accuracy_std	0.0008179996600401751	0.0024176173410535295	0.0004737061718389987	-0.006381764756019967	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
26	f1_mean	-0.01537617280248027	-0.01710479643406304	0.03538274489302329	0.007882231273350415	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
27	f1_std	0.00019964408498287373	0.0014952388093303348	-0.0008679438175407186	-0.002314728037998162	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
28	precision_mean	-0.01174102959734502	-0.02488441654502016	0.03904003447692256	0.02126362871741161	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
29	precision_std	0.00855294122692879	0.01229483764944185	-0.005984656670137631	0.027925688176735353	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
30	recall_mean	-0.011713329554850826	-0.014563109745131753	-0.027860685691007914	-0.015327190938412505	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
31	recall_std	0.0021544531623152174	0.005365965725078206	0.0029893536841852503	-0.02084211682534365	Delta	PFlb	mann_whitney_pval	Ulzm-var-peak	mrna
0	accuracy_mean	0.5606748318924112	0.5419999999999999	0.4435000000000001	0.8398333333333333	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
1	accuracy_std	0.05322983366106444	0.053337499837252285	0.03830397426435597	0.08222107731935624	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
2	f1_mean	0.5448483000592319	0.5308114889178832	0.3938842526987528	0.8424039555334449	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
3	f1_std	0.07628412401912704	0.07354316463051506	0.0424534615388606	0.16100101583063858	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
4	precision_mean	0.5748999551416967	0.5525110858617113	0.4388640811273126	0.9222496789943604	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
5	precision_std	0.09048448295447864	0.08837835878702695	0.05588452707908554	0.15203091402522698	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
6	recall_mean	0.5545685396776138	0.5445865846475867	0.3708798780301148	0.874946987651936	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
7	recall_std	0.13686226380260225	0.13253633174231355	0.05667911152172678	0.26463385376232906	all	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
8	accuracy_mean	0.6637021276595745	0.6661666666666668	0.4455000000000001	0.8398333333333333	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
9	accuracy_std	0.04993102418250462	0.050840436662168816	0.03830397426435597	0.0611307796631306	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
10	f1_mean	0.6436842524252532	0.6459909466310658	0.4289380214026172	0.8424039555334449	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
11	f1_std	0.06437546631355423	0.06237978228199283	0.0424534615388606	0.12053387417446068	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
12	precision_mean	0.6791439766085355	0.6955506302442993	0.44882158658167737	0.9222496789943604	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
13	precision_std	0.08492698709962103	0.08503826787731959	0.05588452707908554	0.14019776302144835	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
14	recall_mean	0.6346719551104402	0.6191076296488869	0.4408775084210014	0.874946987651936	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
15	recall_std	0.10354709438393382	0.09564374149761258	0.05667911152172678	0.20050381608746756	lymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
16	accuracy_mean	0.5445338888888889	0.5383333333333333	0.4435000000000001	0.7704999999999999	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
17	accuracy_std	0.05374664714603881	0.05359505973948923	0.040804071147646816	0.08222107731935624	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
18	f1_mean	0.5293640008552218	0.5261032570047952	0.3938842526987528	0.7413764980931035	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
19	f1_std	0.07814981372633345	0.07580088098206433	0.0494579339680295	0.16100101583063858	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
20	precision_mean	0.5585683917785587	0.5472600854295928	0.4388640811273126	0.835273674710266	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
21	precision_std	0.09135515730507299	0.08879278153896517	0.059378975214816526	0.15203091402522698	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
22	recall_mean	0.5420190045931375	0.5401714432510445	0.3708798780301148	0.7754432537062388	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
23	recall_std	0.1420816403448603	0.13826419822608194	0.074974981498712	0.26463385376232906	nonLymphoMyeloid	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
24	accuracy_mean	0.11916823877068561	0.12783333333333347	0.0020000000000000018	0.06933333333333347	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
25	accuracy_std	-0.0038156229635341876	-0.0027546230773204117	-0.0025000968832908435	-0.021090297656225637	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
26	f1_mean	0.11432025157003134	0.11988768962627061	0.035053768703864396	0.10102745744034147	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
27	f1_std	-0.01377434741277922	-0.013421098700071507	-0.0070044724291688995	-0.0404671416561779	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
28	precision_mean	0.12057558482997688	0.1482905448147065	0.009957505454364746	0.08697600428409435	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
29	precision_std	-0.006428170205451958	-0.0037545136616455727	-0.003494448135730986	-0.01183315100377863	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
30	recall_mean	0.09265295051730271	0.07893618639784239	0.06999763039088658	0.09950373394569723	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
31	recall_std	-0.03853454596092647	-0.042620456728469355	-0.01829586997698522	-0.0641300376748615	Delta	PFu	mann_whitney_pval	Ulzm-var-peaks	lincrna
0	accuracy_mean	0.8929682997118156	0.8941666666666669	0.8391666666666664	0.9355	all	NFmid	fold	Ulzm-var-peak	mrna
1	accuracy_std	0.03432261984516423	0.03427462618322772	0.02465934576044817	0.044114434523558524	all	NFmid	fold	Ulzm-var-peak	mrna
2	f1_mean	0.8916076399473568	0.8935084263194844	0.8322792398532602	0.936013656043172	all	NFmid	fold	Ulzm-var-peak	mrna
3	f1_std	0.03702108148314508	0.036788046208902365	0.024947213284819317	0.0490143307185342	all	NFmid	fold	Ulzm-var-peak	mrna
4	precision_mean	0.883521134327215	0.8846027488365443	0.8438947697778039	0.9166507034952132	all	NFmid	fold	Ulzm-var-peak	mrna
5	precision_std	0.055752266218539646	0.055655489489744414	0.04084209581534666	0.06855320511120576	all	NFmid	fold	Ulzm-var-peak	mrna
6	recall_mean	0.9035825155242793	0.90766860202264	0.8009687340052881	0.9699422121286552	all	NFmid	fold	Ulzm-var-peak	mrna
7	recall_std	0.04831205905027296	0.04833394629078825	0.0258040796561116	0.0717988058070327	all	NFmid	fold	Ulzm-var-peak	mrna
8	accuracy_mean	0.8957375886524819	0.8939999999999999	0.8459999999999998	0.932	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
9	accuracy_std	0.03372896303725756	0.03385590380158565	0.025787055322820832	0.040695003788344	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
10	f1_mean	0.8942637920542938	0.8931300309056311	0.8351515712877652	0.9328276114618446	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
11	f1_std	0.03647642836860618	0.036159045419524166	0.02537900512964556	0.047925947563641984	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
12	precision_mean	0.8865798304523007	0.8857194623984854	0.8546537356149032	0.9148530897256976	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
13	precision_std	0.054733758914927585	0.055292498052329817	0.044354084726549385	0.06556871443063604	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
14	recall_mean	0.9059074907632725	0.9080428374936308	0.8009687340052881	0.9672319503661664	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
15	recall_std	0.04749879177289864	0.048221560612376285	0.03043776825396755	0.06363927524434787	lymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
16	accuracy_mean	0.8925344444444444	0.8943333333333334	0.8391666666666664	0.9355	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
17	accuracy_std	0.03441562607840294	0.03430966002242264	0.02465934576044817	0.044114434523558524	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
18	f1_mean	0.8911915094506035	0.8935951664359418	0.8322792398532602	0.936013656043172	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
19	f1_std	0.03710641047108951	0.03684422700328986	0.024947213284819317	0.0490143307185342	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
20	precision_mean	0.8830419386009517	0.884384201615709	0.8438947697778039	0.9166507034952132	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
21	precision_std	0.055911832362772196	0.05581475230826782	0.04084209581534666	0.06855320511120576	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
22	recall_mean	0.9032182694035036	0.9074612450265259	0.8177356370036487	0.9699422121286552	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
23	recall_std	0.04843947092372827	0.04833962839404374	0.0258040796561116	0.0717988058070327	nonLymphoMyeloid	NFmid	fold	Ulzm-var-peak	mrna
24	accuracy_mean	0.0032031442080374672	-0.00033333333333351867	0.006833333333333358	-0.0034999999999999476	Delta	NFmid	fold	Ulzm-var-peak	mrna
25	accuracy_std	-0.0006866630411453828	-0.0004537562208369872	0.0011277095623726634	-0.0034194307352145223	Delta	NFmid	fold	Ulzm-var-peak	mrna
26	f1_mean	0.0030722826036903017	-0.00046513553031068966	0.0028723314345049378	-0.0031860445813274296	Delta	NFmid	fold	Ulzm-var-peak	mrna
27	f1_std	-0.0006299821024833285	-0.0006851815837656955	0.0004317918448262445	-0.0010883831548922154	Delta	NFmid	fold	Ulzm-var-peak	mrna
28	precision_mean	0.0035378918513490065	0.0013352607827764595	0.010758965837099344	-0.0017976137695155936	Delta	NFmid	fold	Ulzm-var-peak	mrna
29	precision_std	-0.0011780734478446103	-0.0005222542559380067	0.003511988911202725	-0.002984490680569718	Delta	NFmid	fold	Ulzm-var-peak	mrna
30	recall_mean	0.0026892213597689008	0.0005815924671048744	-0.01676690299836059	-0.002710261762488786	Delta	NFmid	fold	Ulzm-var-peak	mrna
31	recall_std	-0.0009406791508296333	-0.00011806778166745246	0.004633688597855949	-0.008159530562684827	Delta	NFmid	fold	Ulzm-var-peak	mrna
0	accuracy_mean	0.8808453410182516	0.8848333333333335	0.7294999999999999	0.9566666666666668	all	bu	fold	Ulzs	mrna
1	accuracy_std	0.03450108627609232	0.034391132578035284	0.022607766610417555	0.04957906144062566	all	bu	fold	Ulzs	mrna
2	f1_mean	0.8823158687872762	0.8862558690840211	0.7314588224845993	0.9566670212848332	all	bu	fold	Ulzs	mrna
3	f1_std	0.03631560114439869	0.03600854935832111	0.02269168385720451	0.059749351613268886	all	bu	fold	Ulzs	mrna
4	precision_mean	0.8572071006093325	0.8603886931591891	0.7180293350523346	0.9559867915154752	all	bu	fold	Ulzs	mrna
5	precision_std	0.05392965275655791	0.05355910023218274	0.0325572196876992	0.07832530949805415	all	bu	fold	Ulzs	mrna
6	recall_mean	0.9133534696428053	0.918102773164819	0.7500450724377414	1.0	all	bu	fold	Ulzs	mrna
7	recall_std	0.04716960408771242	0.0471695074366897	0.0	0.09669545521851483	all	bu	fold	Ulzs	mrna
8	accuracy_mean	0.8560496453900708	0.8726666666666668	0.7294999999999999	0.9096666666666668	lymphoMyeloid	bu	fold	Ulzs	mrna
9	accuracy_std	0.03671873775001708	0.03622307429127339	0.02876098823831413	0.04957906144062566	lymphoMyeloid	bu	fold	Ulzs	mrna
10	f1_mean	0.8566735752357786	0.8709669275083185	0.7314588224845993	0.9104154496143636	lymphoMyeloid	bu	fold	Ulzs	mrna
11	f1_std	0.03968612332114845	0.039677779985976616	0.030064874327849076	0.059749351613268886	lymphoMyeloid	bu	fold	Ulzs	mrna
12	precision_mean	0.8370947235762911	0.8462528716041261	0.7180293350523346	0.9156961607880169	lymphoMyeloid	bu	fold	Ulzs	mrna
13	precision_std	0.05742208230222659	0.056530560009334416	0.04361757673391888	0.07829358029155566	lymphoMyeloid	bu	fold	Ulzs	mrna
14	recall_mean	0.8827664516269179	0.8926998560346242	0.7500450724377414	0.9718206808497662	lymphoMyeloid	bu	fold	Ulzs	mrna
15	recall_std	0.05496294972138224	0.05332030789521567	0.031971632958586585	0.09669545521851483	lymphoMyeloid	bu	fold	Ulzs	mrna
16	accuracy_mean	0.8847299999999999	0.8866666666666667	0.7555	0.9566666666666668	nonLymphoMyeloid	bu	fold	Ulzs	mrna
17	accuracy_std	0.03415365421184411	0.03411703522131578	0.022607766610417555	0.047922101141099585	nonLymphoMyeloid	bu	fold	Ulzs	mrna
18	f1_mean	0.8863331614436777	0.8880854305152296	0.7635785165900525	0.9566670212848332	nonLymphoMyeloid	bu	fold	Ulzs	mrna
19	f1_std	0.03578755267004123	0.0358163207022737	0.02269168385720451	0.05324845761621017	nonLymphoMyeloid	bu	fold	Ulzs	mrna
20	precision_mean	0.8603580396778424	0.8619135031770817	0.7304639407286342	0.9559867915154752	nonLymphoMyeloid	bu	fold	Ulzs	mrna
21	precision_std	0.05338250546106982	0.053386856550230434	0.0325572196876992	0.07832530949805415	nonLymphoMyeloid	bu	fold	Ulzs	mrna
22	recall_mean	0.9181454357986276	0.9214921814344464	0.7838744071744259	1.0	nonLymphoMyeloid	bu	fold	Ulzs	mrna
23	recall_std	0.04594864660510415	0.0468138174629276	0.0	0.07838722352612512	nonLymphoMyeloid	bu	fold	Ulzs	mrna
24	accuracy_mean	-0.028680354609929126	-0.013999999999999901	-0.026000000000000023	-0.04699999999999993	Delta	bu	fold	Ulzs	mrna
25	accuracy_std	0.0025650835381729672	0.002106039069957606	0.006153221627896575	0.0016569602995260765	Delta	bu	fold	Ulzs	mrna
26	f1_mean	-0.029659586207899102	-0.01711850300691109	-0.032119694105453234	-0.04625157167046956	Delta	bu	fold	Ulzs	mrna
27	f1_std	0.0038985706511072207	0.003861459283702913	0.007373190470644567	0.006500893997058714	Delta	bu	fold	Ulzs	mrna
28	precision_mean	-0.0232633161015513	-0.015660631572955608	-0.012434605676299615	-0.04029063072745831	Delta	bu	fold	Ulzs	mrna
29	precision_std	0.004039576841156772	0.0031437034591039817	0.01106035704621968	-3.172920649849309e-05	Delta	bu	fold	Ulzs	mrna
30	recall_mean	-0.035378984171709704	-0.02879232539982224	-0.03382933473668448	-0.02817931915023375	Delta	bu	fold	Ulzs	mrna
31	recall_std	0.009014303116278093	0.00650649043228807	0.031971632958586585	0.01830823169238971	Delta	bu	fold	Ulzs	mrna
0	accuracy_mean	0.8725662824207492	0.8956666666666666	0.466	0.9543333333333334	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
1	accuracy_std	0.03447356637854457	0.03340783341273919	0.021424285285628543	0.0574697988318889	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
2	f1_mean	0.867335496844944	0.8958983143668283	0.4265015303779625	0.9551811642077054	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
3	f1_std	0.03871023577788265	0.035352091310384186	0.02185145932550849	0.10439165707526728	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
4	precision_mean	0.8657027138180896	0.8820992753684018	0.4876297067744148	0.9197820502621749	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
5	precision_std	0.05672032843241109	0.05243433877830246	0.040587085605239534	0.13128741394424115	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
6	recall_mean	0.8771047976779842	0.9139549102465668	0.3885121749461053	0.9983621532342332	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
7	recall_std	0.05167939194902051	0.047181479129772524	0.009781918480753715	0.20757506578765694	all	NFmid	mann_whitney_pval	Ulzm-var	mrna
8	accuracy_mean	0.895386524822695	0.903	0.6235	0.9543333333333334	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
9	accuracy_std	0.03283955509299448	0.03231786571610885	0.021424285285628543	0.052867496840896686	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
10	f1_mean	0.893776722852209	0.903403578267058	0.5521861792993571	0.9551811642077054	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
11	f1_std	0.035114604600877806	0.03386847367432278	0.02185145932550849	0.07332394428417448	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
12	precision_mean	0.8753901942367255	0.8792605190732907	0.6843530738150304	0.9165562648165749	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
13	precision_std	0.05405248131428763	0.05223208030820475	0.040587085605239534	0.1109818154108988	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
14	recall_mean	0.9183631294423072	0.9336481250392156	0.4816532185684641	0.9983621532342332	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
15	recall_std	0.04309175630148522	0.044125314893237164	0.009781918480753715	0.10920379608681036	lymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
16	accuracy_mean	0.8689911111111112	0.8944166666666669	0.466	0.9478333333333332	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
17	accuracy_std	0.034729561479947414	0.03384825422854468	0.022678918257565395	0.0574697988318889	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
18	f1_mean	0.8631930381038058	0.8949905172089139	0.4265015303779625	0.9487836416538278	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
19	f1_std	0.03927355132894674	0.035483777533010026	0.023412521483918283	0.10439165707526728	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
20	precision_mean	0.8641850085525035	0.8855700083024592	0.4876297067744148	0.9197820502621749	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
21	precision_std	0.05713829114758376	0.052538791974487534	0.041022020343927615	0.13128741394424115	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
22	recall_mean	0.8706409923682402	0.9098381516624165	0.3885121749461053	0.9901010652576714	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
23	recall_std	0.05302478820046771	0.04816749093826876	0.01562695678091472	0.20757506578765694	nonLymphoMyeloid	NFmid	mann_whitney_pval	Ulzm-var	mrna
24	accuracy_mean	0.026395413711583826	0.008583333333333165	0.15750000000000003	0.006500000000000172	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
25	accuracy_std	-0.0018900063869529346	-0.0015303885124358305	-0.0012546329719368525	-0.004602301990992215	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
26	f1_mean	0.030583684748403228	0.0084130610581441	0.12568464892139458	0.006397522553877599	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
27	f1_std	-0.004158946728068935	-0.0016153038586872448	-0.0015610621584097942	-0.0310677127910928	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
28	precision_mean	0.011205185684222019	-0.006309489229168519	0.1967233670406156	-0.003225785445599927	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
29	precision_std	-0.0030858098332961284	-0.00030671166628278707	-0.00043493473868808086	-0.02030559853334235	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
30	recall_mean	0.04772213707406703	0.02380997337679902	0.09314104362235881	0.008261087976561776	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
31	recall_std	-0.009933031898982488	-0.004042176045031598	-0.005845038300161004	-0.09837126970084659	Delta	NFmid	mann_whitney_pval	Ulzm-var	mrna
0	accuracy_mean	0.6778381364073007	0.6753333333333333	0.4165	0.8705000000000002	all	bNF	mann_whitney_pval	Ulzm-var	mrna
1	accuracy_std	0.050204274195495585	0.0504234843875131	0.0360770779797305	0.06918172526839086	all	bNF	mann_whitney_pval	Ulzm-var	mrna
2	f1_mean	0.6288505955817779	0.6277493674584804	0.34465215100284025	0.8683855735940758	all	bNF	mann_whitney_pval	Ulzm-var	mrna
3	f1_std	0.06831025229550698	0.06722281345018008	0.03995595160163372	0.15212163437815626	all	bNF	mann_whitney_pval	Ulzm-var	mrna
4	precision_mean	0.7466968737880296	0.7501044160788163	0.42600338610376	0.9741456976176184	all	bNF	mann_whitney_pval	Ulzm-var	mrna
5	precision_std	0.08775134829266956	0.08627859930919296	0.039036622915506566	0.1555439633923112	all	bNF	mann_whitney_pval	Ulzm-var	mrna
6	recall_mean	0.5652250114212096	0.5676785560438006	0.3244165431028472	0.8728450013561607	all	bNF	mann_whitney_pval	Ulzm-var	mrna
7	recall_std	0.09900386817183095	0.09113917011980828	0.05413431694448246	0.269731932245226	all	bNF	mann_whitney_pval	Ulzm-var	mrna
8	accuracy_mean	0.7251808510638298	0.7595000000000001	0.4951666666666668	0.8441666666666666	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
9	accuracy_std	0.04789555471375033	0.04683629883849586	0.0360770779797305	0.060848399960703785	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
10	f1_mean	0.6748879710034789	0.7074348626175287	0.4799490816395525	0.8159421583750706	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
11	f1_std	0.0640476710827698	0.060088379432299235	0.0459570901736023	0.10917452904641516	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
12	precision_mean	0.8182812143094613	0.8513024918564888	0.5050804497720839	0.9741456976176184	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
13	precision_std	0.0786165377569796	0.07685013628755848	0.039036622915506566	0.15076255426194474	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
14	recall_mean	0.5885890061788024	0.5882544459349469	0.3735256126517213	0.7546170142131503	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
15	recall_std	0.08828422165837317	0.08187477508069156	0.05930377657769705	0.21635679297235916	lymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
16	accuracy_mean	0.670421111111111	0.6688333333333334	0.4165	0.8705000000000002	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
17	accuracy_std	0.05056597358096901	0.05088207967852338	0.03627479994584548	0.06918172526839086	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
18	f1_mean	0.6216380734323782	0.6205613930997358	0.34465215100284025	0.8683855735940758	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
19	f1_std	0.06897805668550246	0.06763756625513237	0.03995595160163372	0.15212163437815626	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
20	precision_mean	0.7354819937730053	0.7431382508144335	0.42600338610376	0.9550627673857052	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
21	precision_std	0.08918246860992765	0.0874464867748633	0.04540657335390475	0.1555439633923112	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
22	recall_mean	0.5615646522425202	0.56329895532815	0.3244165431028472	0.8728450013561607	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
23	recall_std	0.10068327945893935	0.09309421916076657	0.05413431694448246	0.269731932245226	nonLymphoMyeloid	bNF	mann_whitney_pval	Ulzm-var	mrna
24	accuracy_mean	0.05475973995271877	0.09066666666666667	0.07866666666666683	-0.026333333333333542	Delta	bNF	mann_whitney_pval	Ulzm-var	mrna
25	accuracy_std	-0.0026704188672186796	-0.004045780840027519	-0.00019772196611498455	-0.00833332530768708	Delta	bNF	mann_whitney_pval	Ulzm-var	mrna
26	f1_mean	0.05324989757110066	0.08687346951779296	0.13529693063671228	-0.052443415219005196	Delta	bNF	mann_whitney_pval	Ulzm-var	mrna
27	f1_std	-0.004930385602732651	-0.007549186822833134	0.00600113857196858	-0.042947105331741106	Delta	bNF	mann_whitney_pval	Ulzm-var	mrna
28	precision_mean	0.08279922053645605	0.10816424104205524	0.0790770636683239	0.01908293023191321	Delta	bNF	mann_whitney_pval	Ulzm-var	mrna
29	precision_std	-0.010565930852948047	-0.010596350487304826	-0.006369950438398185	-0.004781409130366454	Delta	bNF	mann_whitney_pval	Ulzm-var	mrna
